timestamp,datapath_id,flow_id,ip_src,tp_src,ip_dst,tp_dst,ip_proto,icmp_code,icmp_type,flow_duration_sec,flow_duration_nsec,idle_timeout,hard_timeout,flags,packet_count,byte_count,packet_count_per_second,packet_count_per_nsecond,byte_count_per_second,byte_count_per_nsecond,label
1747034282.99466,2,10.0.0.1010.0.0.201,10.0.0.1,0,10.0.0.2,0,1,0,8,59,97000000,20,100,0,58,5684,0.9830508474576272,5.979381443298969e-07,96.33898305084746,5.8597938144329895e-05,0
1747034282.99466,2,10.0.0.2010.0.0.101,10.0.0.2,0,10.0.0.1,0,1,0,0,59,96000000,20,100,0,57,5586,0.9661016949152542,5.9375e-07,94.67796610169492,5.81875e-05,0
1747034292.99547,2,10.0.0.1010.0.0.201,10.0.0.1,0,10.0.0.2,0,1,0,8,69,98000000,20,100,0,68,6664,0.9855072463768116,6.938775510204081e-07,96.57971014492753,6.8e-05,0
1747034292.99547,2,10.0.0.2010.0.0.101,10.0.0.2,0,10.0.0.1,0,1,0,0,69,97000000,20,100,0,67,6566,0.9710144927536232,6.907216494845361e-07,95.15942028985508,6.769072164948454e-05,0
1747034302.997911,2,10.0.0.1010.0.0.201,10.0.0.1,0,10.0.0.2,0,1,0,8,79,100000000,20,100,0,78,7644,0.9873417721518988,7.8e-07,96.75949367088607,7.644e-05,0
1747034302.997911,2,10.0.0.2010.0.0.101,10.0.0.2,0,10.0.0.1,0,1,0,0,79,99000000,20,100,0,77,7546,0.9746835443037974,7.777777777777778e-07,95.51898734177215,7.622222222222222e-05,0
1747034312.998363,2,10.0.0.1010.0.0.201,10.0.0.1,0,10.0.0.2,0,1,0,8,89,101000000,20,100,0,87,8526,0.9775280898876404,8.613861386138614e-07,95.79775280898876,8.441584158415841e-05,0
1747034312.998363,2,10.0.0.2010.0.0.101,10.0.0.2,0,10.0.0.1,0,1,0,0,89,100000000,20,100,0,86,8428,0.9662921348314607,8.6e-07,94.69662921348315,8.428e-05,0
1747034322.999387,2,10.0.0.1010.0.0.201,10.0.0.1,0,10.0.0.2,0,1,0,8,99,102000000,20,100,0,97,9506,0.9797979797979798,9.509803921568628e-07,96.02020202020202,9.319607843137256e-05,0
1747034322.999387,2,10.0.0.2010.0.0.101,10.0.0.2,0,10.0.0.1,0,1,0,0,99,101000000,20,100,0,96,9408,0.9696969696969697,9.504950495049505e-07,95.03030303030303,9.314851485148514e-05,0
1747034333.003167,2,10.0.0.1010.0.0.201,10.0.0.1,0,10.0.0.2,0,1,0,8,8,754000000,20,100,0,9,882,1.125,1.193633952254642e-08,110.25,1.169761273209549e-06,0
1747034333.003167,2,10.0.0.2010.0.0.101,10.0.0.2,0,10.0.0.1,0,1,0,0,8,752000000,20,100,0,8,784,1.0,1.0638297872340425e-08,98.0,1.0425531914893618e-06,0
1747034343.008664,2,10.0.0.1010.0.0.201,10.0.0.1,0,10.0.0.2,0,1,0,8,18,759000000,20,100,0,19,1862,1.0555555555555556,2.5032938076416338e-08,103.44444444444444,2.453227931488801e-06,0
1747034343.008664,2,10.0.0.2010.0.0.101,10.0.0.2,0,10.0.0.1,0,1,0,0,18,757000000,20,100,0,18,1764,1.0,2.3778071334214004e-08,98.0,2.3302509907529723e-06,0
1747034353.011398,2,10.0.0.1010.0.0.201,10.0.0.1,0,10.0.0.2,0,1,0,8,28,762000000,20,100,0,28,2744,1.0,3.6745406824146983e-08,98.0,3.6010498687664043e-06,0
1747034353.011398,2,10.0.0.2010.0.0.101,10.0.0.2,0,10.0.0.1,0,1,0,0,28,760000000,20,100,0,27,2646,0.9642857142857143,3.5526315789473685e-08,94.5,3.481578947368421e-06,0
1747034363.013156,2,10.0.0.1010.0.0.201,10.0.0.1,0,10.0.0.2,0,1,0,8,38,764000000,20,100,0,38,3724,1.0,4.9738219895287956e-08,98.0,4.87434554973822e-06,0
1747034363.013156,2,10.0.0.2010.0.0.101,10.0.0.2,0,10.0.0.1,0,1,0,0,38,762000000,20,100,0,37,3626,0.9736842105263158,4.8556430446194225e-08,95.42105263157895,4.758530183727034e-06,0
1747034373.015539,2,10.0.0.1010.0.0.201,10.0.0.1,0,10.0.0.2,0,1,0,8,48,766000000,20,100,0,48,4704,1.0,6.266318537859008e-08,98.0,6.140992167101828e-06,0
1747034373.015539,2,10.0.0.2010.0.0.101,10.0.0.2,0,10.0.0.1,0,1,0,0,48,764000000,20,100,0,47,4606,0.9791666666666666,6.151832460732984e-08,95.95833333333333,6.028795811518325e-06,0
1747034383.017087,2,10.0.0.1010.0.0.201,10.0.0.1,0,10.0.0.2,0,1,0,8,58,768000000,20,100,0,58,5684,1.0,7.552083333333333e-08,98.0,7.401041666666667e-06,0
1747034383.017087,2,10.0.0.2010.0.0.101,10.0.0.2,0,10.0.0.1,0,1,0,0,58,766000000,20,100,0,57,5586,0.9827586206896551,7.441253263707572e-08,96.3103448275862,7.292428198433421e-06,0
